card_number,as_of,market_usd,source
OP01-041p4,2025-09-22,0.26,tcgplayer
OP01-041p4,2025-09-29,0.28,tcgplayer
OP01-041p4,2025-10-06,0.29,tcgplayer
OP01-041p4,2025-10-13,0.28,tcgplayer
OP01-041p4,2025-10-20,0.29,tcgplayer
OP01-041p4,2025-10-27,0.27,tcgplayer
OP01-041p4,2025-11-03,0.28,tcgplayer
OP01-041p4,2025-11-10,0.29,tcgplayer
OP01-041p4,2025-11-17,0.29,tcgplayer
OP01-041p4,2025-11-24,0.30,tcgplayer
OP01-041p4,2025-12-01,0.31,tcgplayer
OP01-041p4,2025-12-08,0.31,tcgplayer
OP01-041p4,2025-12-15,0.28,tcgplayer
OP01-041p4,2025-12-22,0.28,tcgplayer
OP01-041p4,2025-12-29,0.27,tcgplayer
OP01-041p4,2026-01-05,0.25,tcgplayer
OP01-041p4,2026-01-12,0.25,tcgplayer
OP01-041p4,2026-01-19,0.26,tcgplayer
OP01-041p4,2026-01-26,0.25,tcgplayer
OP01-041p4,2026-02-02,0.28,tcgplayer
OP01-041p4,2026-02-09,0.28,tcgplayer
OP01-041p4,2026-02-16,0.28,tcgplayer
OP01-041p4,2026-02-23,0.25,tcgplayer
OP01-041p4,2026-03-02,0.25,tcgplayer
OP01-041p4,2026-03-09,0.24,tcgplayer
OP01-041p4,2026-03-16,0.24,tcgplayer
OP01-041p4,2026-03-23,0.24,tcgplayer
OP01-041p4,2026-03-30,0.25,tcgplayer
OP01-041p4,2026-04-06,0.24,tcgplayer
OP01-041p4,2026-04-13,0.24,tcgplayer
OP01-041p4,2026-04-20,0.23,tcgplayer
OP01-041p4,2026-04-27,0.23,tcgplayer
OP01-041p4,2026-05-04,0.23,tcgplayer
OP01-041p4,2026-05-11,0.21,tcgplayer
OP01-041p4,2026-05-18,0.21,tcgplayer
OP01-041p4,2026-05-25,0.21,tcgplayer
OP01-041p4,2026-06-01,0.19,tcgplayer
OP01-041p4,2026-06-08,0.19,tcgplayer
OP01-041p4,2026-06-15,0.21,tcgplayer
OP01-041p4,2026-06-22,0.22,tcgplayer
OP01-041p4,2026-06-29,0.23,tcgplayer
OP01-041p4,2026-07-06,0.24,tcgplayer
OP01-041p4,2026-07-13,0.25,tcgplayer
OP01-041p4,2026-07-20,0.25,tcgplayer
OP01-041p4,2026-07-27,0.24,tcgplayer
OP01-041p4,2026-08-03,0.25,tcgplayer
OP01-041p4,2026-08-10,0.25,tcgplayer
OP01-041p4,2026-08-17,0.26,tcgplayer
OP01-041p4,2026-08-24,0.25,tcgplayer
OP01-041p4,2026-08-31,0.25,tcgplayer
OP01-041p4,2026-09-05,0.25,limitless
OP01-041p5,2025-09-08,2.02,tcgplayer
OP01-041p5,2025-09-15,1.98,tcgplayer
OP01-041p5,2025-09-22,1.95,tcgplayer
OP01-041p5,2025-09-29,1.89,tcgplayer
OP01-041p5,2025-10-06,1.91,tcgplayer
OP01-041p5,2025-10-13,1.88,tcgplayer
OP01-041p5,2025-10-20,1.93,tcgplayer
OP01-041p5,2025-10-27,1.98,tcgplayer
OP01-041p5,2025-11-03,1.93,tcgplayer
OP01-041p5,2025-11-10,1.97,tcgplayer
OP01-041p5,2025-11-17,1.98,tcgplayer
OP01-041p5,2025-11-24,1.99,tcgplayer
OP01-041p5,2025-12-01,1.96,tcgplayer
OP01-041p5,2025-12-08,2.05,tcgplayer
OP01-041p5,2025-12-15,2.11,tcgplayer
OP01-041p5,2025-12-22,2.30,tcgplayer
OP01-041p5,2025-12-29,2.27,tcgplayer
OP01-041p5,2026-01-05,2.24,tcgplayer
OP01-041p5,2026-01-12,2.19,tcgplayer
OP01-041p5,2026-01-19,2.17,tcgplayer
OP01-041p5,2026-01-26,1.99,tcgplayer
OP01-041p5,2026-02-02,1.95,tcgplayer
OP01-041p5,2026-02-09,1.95,tcgplayer
OP01-041p5,2026-02-16,1.71,tcgplayer
OP01-041p5,2026-02-23,1.48,tcgplayer
OP01-041p5,2026-03-02,1.48,tcgplayer
OP01-041p5,2026-03-09,1.44,tcgplayer
OP01-041p5,2026-03-16,1.37,tcgplayer
OP01-041p5,2026-03-23,1.37,tcgplayer
OP01-041p5,2026-03-30,1.36,tcgplayer
OP01-041p5,2026-04-06,1.35,tcgplayer
OP01-041p5,2026-04-13,1.33,tcgplayer
OP01-041p5,2026-04-20,1.33,tcgplayer
OP01-041p5,2026-04-27,1.28,tcgplayer
OP01-041p5,2026-05-04,1.26,tcgplayer
OP01-041p5,2026-05-11,1.27,tcgplayer
OP01-041p5,2026-05-18,1.27,tcgplayer
OP01-041p5,2026-05-25,1.26,tcgplayer
OP01-041p5,2026-06-01,1.26,tcgplayer
OP01-041p5,2026-06-08,1.19,tcgplayer
OP01-041p5,2026-06-15,1.22,tcgplayer
OP01-041p5,2026-06-22,1.18,tcgplayer
OP01-041p5,2026-06-29,1.14,tcgplayer
OP01-041p5,2026-07-06,1.13,tcgplayer
OP01-041p5,2026-07-13,1.13,tcgplayer
OP01-041p5,2026-07-20,1.08,tcgplayer
OP01-041p5,2026-07-27,1.06,tcgplayer
OP01-041p5,2026-08-03,1.05,tcgplayer
OP01-041p5,2026-08-10,1.04,tcgplayer
OP01-041p5,2026-08-17,1.05,tcgplayer
OP01-041p5,2026-08-24,1.05,tcgplayer
OP01-041p5,2026-08-31,1.05,tcgplayer
OP01-041p5,2026-09-05,1.05,limitless
OP01-041p6,2025-09-08,8.00,tcgplayer
OP01-041p6,2025-09-15,8.81,tcgplayer
OP01-041p6,2025-09-22,8.89,tcgplayer
OP01-041p6,2025-09-29,9.31,tcgplayer
OP01-041p6,2025-10-06,9.36,tcgplayer
OP01-041p6,2025-10-13,9.51,tcgplayer
OP01-041p6,2025-10-20,9.30,tcgplayer
OP01-041p6,2025-10-27,9.09,tcgplayer
OP01-041p6,2025-11-03,9.09,tcgplayer
OP01-041p6,2025-11-10,8.70,tcgplayer
OP01-041p6,2025-11-17,7.95,tcgplayer
OP01-041p6,2025-11-24,5.77,tcgplayer
OP01-041p6,2025-12-01,5.60,tcgplayer
OP01-041p6,2025-12-08,5.76,tcgplayer
OP01-041p6,2025-12-15,6.77,tcgplayer
OP01-041p6,2025-12-22,7.35,tcgplayer
OP01-041p6,2025-12-29,8.12,tcgplayer
OP01-041p6,2026-01-05,8.16,tcgplayer
OP01-041p6,2026-01-12,8.86,tcgplayer
OP01-041p6,2026-01-19,10.78,tcgplayer
OP01-041p6,2026-01-26,11.54,tcgplayer
OP01-041p6,2026-02-02,11.52,tcgplayer
OP01-041p6,2026-02-09,11.42,tcgplayer
OP01-041p6,2026-02-16,11.37,tcgplayer
OP01-041p6,2026-02-23,10.32,tcgplayer
OP01-041p6,2026-03-02,10.17,tcgplayer
OP01-041p6,2026-03-09,10.07,tcgplayer
OP01-041p6,2026-03-16,10.07,tcgplayer
OP01-041p6,2026-03-23,10.24,tcgplayer
OP01-041p6,2026-03-30,10.24,tcgplayer
OP01-041p6,2026-04-06,10.20,tcgplayer
OP01-041p6,2026-04-13,10.23,tcgplayer
OP01-041p6,2026-04-20,10.04,tcgplayer
OP01-041p6,2026-04-27,10.16,tcgplayer
OP01-041p6,2026-05-04,10.21,tcgplayer
OP01-041p6,2026-05-11,10.22,tcgplayer
OP01-041p6,2026-05-18,10.13,tcgplayer
OP01-041p6,2026-05-25,9.42,tcgplayer
OP01-041p6,2026-06-01,9.24,tcgplayer
OP01-041p6,2026-06-08,8.83,tcgplayer
OP01-041p6,2026-06-15,8.55,tcgplayer
OP01-041p6,2026-06-22,8.85,tcgplayer
OP01-041p6,2026-06-29,8.39,tcgplayer
OP01-041p6,2026-07-06,7.68,tcgplayer
OP01-041p6,2026-07-13,7.24,tcgplayer
OP01-041p6,2026-07-20,5.76,tcgplayer
OP01-041p6,2026-07-27,5.71,tcgplayer
OP01-041p6,2026-08-03,5.66,tcgplayer
OP01-041p6,2026-08-10,5.61,tcgplayer
OP01-041p6,2026-08-17,5.59,tcgplayer
OP01-041p6,2026-08-24,5.51,tcgplayer
OP01-041p6,2026-08-31,5.37,tcgplayer
OP01-041p6,2026-09-05,5.37,limitless
OP01-047,2026-09-05,0.54,limitless
OP01-047p3,2025-09-08,18.44,tcgplayer
OP01-047p3,2025-09-15,16.86,tcgplayer
OP01-047p3,2025-09-22,16.19,tcgplayer
OP01-047p3,2025-09-29,15.49,tcgplayer
OP01-047p3,2025-10-06,15.53,tcgplayer
OP01-047p3,2025-10-13,16.04,tcgplayer
OP01-047p3,2025-10-20,16.55,tcgplayer
OP01-047p3,2025-10-27,16.61,tcgplayer
OP01-047p3,2025-11-03,16.53,tcgplayer
OP01-047p3,2025-11-10,16.38,tcgplayer
OP01-047p3,2025-11-17,15.34,tcgplayer
OP01-047p3,2025-11-24,14.70,tcgplayer
OP01-047p3,2025-12-01,15.26,tcgplayer
OP01-047p3,2025-12-08,15.49,tcgplayer
OP01-047p3,2025-12-15,15.75,tcgplayer
OP01-047p3,2025-12-22,16.96,tcgplayer
OP01-047p3,2025-12-29,18.03,tcgplayer
OP01-047p3,2026-01-05,18.23,tcgplayer
OP01-047p3,2026-01-12,19.95,tcgplayer
OP01-047p3,2026-01-19,22.50,tcgplayer
OP01-047p3,2026-01-26,23.31,tcgplayer
OP01-047p3,2026-02-02,23.75,tcgplayer
OP01-047p3,2026-02-09,23.75,tcgplayer
OP01-047p3,2026-02-16,24.21,tcgplayer
OP01-047p3,2026-02-23,24.36,tcgplayer
OP01-047p3,2026-03-02,24.07,tcgplayer
OP01-047p3,2026-03-09,22.57,tcgplayer
OP01-047p3,2026-03-16,22.57,tcgplayer
OP01-047p3,2026-03-23,22.27,tcgplayer
OP01-047p3,2026-03-30,20.20,tcgplayer
OP01-047p3,2026-04-06,18.74,tcgplayer
OP01-047p3,2026-04-13,17.09,tcgplayer
OP01-047p3,2026-04-20,16.08,tcgplayer
OP01-047p3,2026-04-27,14.81,tcgplayer
OP01-047p3,2026-05-04,14.64,tcgplayer
OP01-047p3,2026-05-11,14.34,tcgplayer
OP01-047p3,2026-05-18,13.94,tcgplayer
OP01-047p3,2026-05-25,13.86,tcgplayer
OP01-047p3,2026-06-01,13.82,tcgplayer
OP01-047p3,2026-06-08,13.77,tcgplayer
OP01-047p3,2026-06-15,13.22,tcgplayer
OP01-047p3,2026-06-22,13.45,tcgplayer
OP01-047p3,2026-06-29,17.32,tcgplayer
OP01-047p3,2026-07-06,18.02,tcgplayer
OP01-047p3,2026-07-13,18.72,tcgplayer
OP01-047p3,2026-07-20,18.90,tcgplayer
OP01-047p3,2026-07-27,19.87,tcgplayer
OP01-047p3,2026-08-03,20.09,tcgplayer
OP01-047p3,2026-08-10,20.49,tcgplayer
OP01-047p3,2026-08-17,20.55,tcgplayer
OP01-047p3,2026-08-24,20.52,tcgplayer
OP01-047p3,2026-08-31,19.70,tcgplayer
OP01-047p3,2026-09-05,20.49,limitless
OP01-051,2026-09-05,0.58,limitless
OP01-051p3,2025-09-08,17.53,tcgplayer
OP01-051p3,2025-09-15,16.76,tcgplayer
OP01-051p3,2025-09-22,16.10,tcgplayer
OP01-051p3,2025-09-29,15.60,tcgplayer
OP01-051p3,2025-10-06,15.07,tcgplayer
OP01-051p3,2025-10-13,14.31,tcgplayer
OP01-051p3,2025-10-20,13.32,tcgplayer
OP01-051p3,2025-10-27,11.76,tcgplayer
OP01-051p3,2025-11-03,10.40,tcgplayer
OP01-051p3,2025-11-10,9.88,tcgplayer
OP01-051p3,2025-11-17,8.92,tcgplayer
OP01-051p3,2025-11-24,7.05,tcgplayer
OP01-051p3,2025-12-01,6.84,tcgplayer
OP01-051p3,2025-12-08,7.41,tcgplayer
OP01-051p3,2025-12-15,7.72,tcgplayer
OP01-051p3,2025-12-22,8.27,tcgplayer
OP01-051p3,2025-12-29,8.31,tcgplayer
OP01-051p3,2026-01-05,8.79,tcgplayer
OP01-051p3,2026-01-12,9.02,tcgplayer
OP01-051p3,2026-01-19,9.16,tcgplayer
OP01-051p3,2026-01-26,9.78,tcgplayer
OP01-051p3,2026-02-02,10.05,tcgplayer
OP01-051p3,2026-02-09,10.15,tcgplayer
OP01-051p3,2026-02-16,10.63,tcgplayer
OP01-051p3,2026-02-23,10.42,tcgplayer
OP01-051p3,2026-03-02,10.42,tcgplayer
OP01-051p3,2026-03-09,10.31,tcgplayer
OP01-051p3,2026-03-16,10.24,tcgplayer
OP01-051p3,2026-03-23,9.84,tcgplayer
OP01-051p3,2026-03-30,9.62,tcgplayer
OP01-051p3,2026-04-06,9.35,tcgplayer
OP01-051p3,2026-04-13,9.29,tcgplayer
OP01-051p3,2026-04-20,7.93,tcgplayer
OP01-051p3,2026-04-27,7.65,tcgplayer
OP01-051p3,2026-05-04,7.42,tcgplayer
OP01-051p3,2026-05-11,7.25,tcgplayer
OP01-051p3,2026-05-18,7.28,tcgplayer
OP01-051p3,2026-05-25,6.88,tcgplayer
OP01-051p3,2026-06-01,6.88,tcgplayer
OP01-051p3,2026-06-08,6.90,tcgplayer
OP01-051p3,2026-06-15,6.81,tcgplayer
OP01-051p3,2026-06-22,6.80,tcgplayer
OP01-051p3,2026-06-29,6.80,tcgplayer
OP01-051p3,2026-07-06,6.76,tcgplayer
OP01-051p3,2026-07-13,6.70,tcgplayer
OP01-051p3,2026-07-20,6.52,tcgplayer
OP01-051p3,2026-07-27,6.53,tcgplayer
OP01-051p3,2026-08-03,6.64,tcgplayer
OP01-051p3,2026-08-10,6.64,tcgplayer
OP01-051p3,2026-08-17,6.62,tcgplayer
OP01-051p3,2026-08-24,6.66,tcgplayer
OP01-051p3,2026-08-31,6.66,tcgplayer
OP01-051p3,2026-09-05,6.66,limitless
OP01-052,2026-09-05,0.11,limitless
OP01-052p3,2025-09-08,0.14,tcgplayer
OP01-052p3,2025-09-15,0.13,tcgplayer
OP01-052p3,2025-09-22,0.12,tcgplayer
OP01-052p3,2025-09-29,0.12,tcgplayer
OP01-052p3,2025-10-06,0.14,tcgplayer
OP01-052p3,2025-10-13,0.13,tcgplayer
OP01-052p3,2025-10-20,0.15,tcgplayer
OP01-052p3,2025-10-27,0.14,tcgplayer
OP01-052p3,2025-11-03,0.13,tcgplayer
OP01-052p3,2025-11-10,0.14,tcgplayer
OP01-052p3,2025-11-17,0.14,tcgplayer
OP01-052p3,2025-11-24,0.16,tcgplayer
OP01-052p3,2025-12-01,0.15,tcgplayer
OP01-052p3,2025-12-08,0.17,tcgplayer
OP01-052p3,2025-12-15,0.17,tcgplayer
OP01-052p3,2025-12-22,0.16,tcgplayer
OP01-052p3,2025-12-29,0.19,tcgplayer
OP01-052p3,2026-01-05,0.20,tcgplayer
OP01-052p3,2026-01-12,0.19,tcgplayer
OP01-052p3,2026-01-19,0.19,tcgplayer
OP01-052p3,2026-01-26,0.19,tcgplayer
OP01-052p3,2026-02-02,0.17,tcgplayer
OP01-052p3,2026-02-09,0.18,tcgplayer
OP01-052p3,2026-02-16,0.18,tcgplayer
OP01-052p3,2026-02-23,0.16,tcgplayer
OP01-052p3,2026-03-02,0.16,tcgplayer
OP01-052p3,2026-03-09,0.16,tcgplayer
OP01-052p3,2026-03-16,0.16,tcgplayer
OP01-052p3,2026-03-23,0.16,tcgplayer
OP01-052p3,2026-03-30,0.16,tcgplayer
OP01-052p3,2026-04-06,0.15,tcgplayer
OP01-052p3,2026-04-13,0.15,tcgplayer
OP01-052p3,2026-04-20,0.15,tcgplayer
OP01-052p3,2026-04-27,0.15,tcgplayer
OP01-052p3,2026-05-04,0.15,tcgplayer
OP01-052p3,2026-05-11,0.16,tcgplayer
OP01-052p3,2026-05-18,0.16,tcgplayer
OP01-052p3,2026-05-25,0.17,tcgplayer
OP01-052p3,2026-06-01,0.17,tcgplayer
OP01-052p3,2026-06-08,0.15,tcgplayer
OP01-052p3,2026-06-15,0.17,tcgplayer
OP01-052p3,2026-06-22,0.17,tcgplayer
OP01-052p3,2026-06-29,0.17,tcgplayer
OP01-052p3,2026-07-06,0.17,tcgplayer
OP01-052p3,2026-07-13,0.17,tcgplayer
OP01-052p3,2026-07-20,0.20,tcgplayer
OP01-052p3,2026-07-27,0.18,tcgplayer
OP01-052p3,2026-08-03,0.19,tcgplayer
OP01-052p3,2026-08-10,0.19,tcgplayer
OP01-052p3,2026-08-17,0.19,tcgplayer
OP01-052p3,2026-08-24,0.19,tcgplayer
OP01-052p3,2026-08-31,0.19,tcgplayer
OP01-052p3,2026-09-05,0.19,limitless
OP01-052p4,2025-09-08,1.16,tcgplayer
OP01-052p4,2025-09-15,1.18,tcgplayer
OP01-052p4,2025-09-22,1.19,tcgplayer
OP01-052p4,2025-09-29,1.56,tcgplayer
OP01-052p4,2025-10-06,1.65,tcgplayer
OP01-052p4,2025-10-13,1.65,tcgplayer
OP01-052p4,2025-10-20,1.54,tcgplayer
OP01-052p4,2025-10-27,1.82,tcgplayer
OP01-052p4,2025-11-03,1.85,tcgplayer
OP01-052p4,2025-11-10,1.98,tcgplayer
OP01-052p4,2025-11-17,1.92,tcgplayer
OP01-052p4,2025-11-24,1.91,tcgplayer
OP01-052p4,2025-12-01,2.76,tcgplayer
OP01-052p4,2025-12-08,3.01,tcgplayer
OP01-052p4,2025-12-15,2.94,tcgplayer
OP01-052p4,2025-12-22,2.95,tcgplayer
OP01-052p4,2025-12-29,2.86,tcgplayer
OP01-052p4,2026-01-05,2.47,tcgplayer
OP01-052p4,2026-01-12,2.05,tcgplayer
OP01-052p4,2026-01-19,2.01,tcgplayer
OP01-052p4,2026-01-26,2.16,tcgplayer
OP01-052p4,2026-02-02,2.26,tcgplayer
OP01-052p4,2026-02-09,2.24,tcgplayer
OP01-052p4,2026-02-16,2.11,tcgplayer
OP01-052p4,2026-02-23,2.09,tcgplayer
OP01-052p4,2026-03-02,1.98,tcgplayer
OP01-052p4,2026-03-09,1.80,tcgplayer
OP01-052p4,2026-03-16,1.71,tcgplayer
OP01-052p4,2026-03-23,1.64,tcgplayer
OP01-052p4,2026-03-30,1.42,tcgplayer
OP01-052p4,2026-04-06,1.35,tcgplayer
OP01-052p4,2026-04-13,1.36,tcgplayer
OP01-052p4,2026-04-20,1.37,tcgplayer
OP01-052p4,2026-04-27,1.32,tcgplayer
OP01-052p4,2026-05-04,1.21,tcgplayer
OP01-052p4,2026-05-11,1.24,tcgplayer
OP01-052p4,2026-05-18,1.25,tcgplayer
OP01-052p4,2026-05-25,1.27,tcgplayer
OP01-052p4,2026-06-01,1.31,tcgplayer
OP01-052p4,2026-06-08,1.30,tcgplayer
OP01-052p4,2026-06-15,1.27,tcgplayer
OP01-052p4,2026-06-22,1.26,tcgplayer
OP01-052p4,2026-06-29,1.24,tcgplayer
OP01-052p4,2026-07-06,1.24,tcgplayer
OP01-052p4,2026-07-13,1.27,tcgplayer
OP01-052p4,2026-07-20,1.39,tcgplayer
OP01-052p4,2026-07-27,1.43,tcgplayer
OP01-052p4,2026-08-03,1.53,tcgplayer
OP01-052p4,2026-08-10,1.56,tcgplayer
OP01-052p4,2026-08-17,1.57,tcgplayer
OP01-052p4,2026-08-24,1.57,tcgplayer
OP01-052p4,2026-08-31,1.54,tcgplayer
OP01-052p4,2026-09-05,1.56,limitless
OP01-070,2026-09-05,1.17,limitless
OP01-070p3,2025-09-08,17.45,tcgplayer
OP01-070p3,2025-09-15,18.78,tcgplayer
OP01-070p3,2025-09-22,19.06,tcgplayer
OP01-070p3,2025-09-29,19.10,tcgplayer
OP01-070p3,2025-10-06,19.07,tcgplayer
OP01-070p3,2025-10-13,19.37,tcgplayer
OP01-070p3,2025-10-20,18.51,tcgplayer
OP01-070p3,2025-10-27,18.35,tcgplayer
OP01-070p3,2025-11-03,18.22,tcgplayer
OP01-070p3,2025-11-10,17.86,tcgplayer
OP01-070p3,2025-11-17,17.37,tcgplayer
OP01-070p3,2025-11-24,12.39,tcgplayer
OP01-070p3,2025-12-01,14.69,tcgplayer
OP01-070p3,2025-12-08,16.89,tcgplayer
OP01-070p3,2025-12-15,18.75,tcgplayer
OP01-070p3,2025-12-22,19.22,tcgplayer
OP01-070p3,2025-12-29,19.90,tcgplayer
OP01-070p3,2026-01-05,20.36,tcgplayer
OP01-070p3,2026-01-12,20.82,tcgplayer
OP01-070p3,2026-01-19,21.68,tcgplayer
OP01-070p3,2026-01-26,22.77,tcgplayer
OP01-070p3,2026-02-02,23.13,tcgplayer
OP01-070p3,2026-02-09,23.48,tcgplayer
OP01-070p3,2026-02-16,23.68,tcgplayer
OP01-070p3,2026-02-23,23.61,tcgplayer
OP01-070p3,2026-03-02,23.61,tcgplayer
OP01-070p3,2026-03-09,23.46,tcgplayer
OP01-070p3,2026-03-16,22.55,tcgplayer
OP01-070p3,2026-03-23,22.27,tcgplayer
OP01-070p3,2026-03-30,20.56,tcgplayer
OP01-070p3,2026-04-06,16.81,tcgplayer
OP01-070p3,2026-04-13,14.47,tcgplayer
OP01-070p3,2026-04-20,12.45,tcgplayer
OP01-070p3,2026-04-27,12.11,tcgplayer
OP01-070p3,2026-05-04,12.21,tcgplayer
OP01-070p3,2026-05-11,12.34,tcgplayer
OP01-070p3,2026-05-18,12.36,tcgplayer
OP01-070p3,2026-05-25,12.34,tcgplayer
OP01-070p3,2026-06-01,12.46,tcgplayer
OP01-070p3,2026-06-08,12.44,tcgplayer
OP01-070p3,2026-06-15,12.58,tcgplayer
OP01-070p3,2026-06-22,12.74,tcgplayer
OP01-070p3,2026-06-29,13.53,tcgplayer
OP01-070p3,2026-07-06,13.49,tcgplayer
OP01-070p3,2026-07-13,13.61,tcgplayer
OP01-070p3,2026-07-20,13.94,tcgplayer
OP01-070p3,2026-07-27,14.14,tcgplayer
OP01-070p3,2026-08-03,13.57,tcgplayer
OP01-070p3,2026-08-10,13.62,tcgplayer
OP01-070p3,2026-08-17,13.73,tcgplayer
OP01-070p3,2026-08-24,13.73,tcgplayer
OP01-070p3,2026-08-31,13.86,tcgplayer
OP01-070p3,2026-09-05,13.86,limitless
OP01-078,2026-09-05,1.50,limitless
OP01-078p3,2025-09-08,10.26,tcgplayer
OP01-078p3,2025-09-15,10.75,tcgplayer
OP01-078p3,2025-09-22,12.94,tcgplayer
OP01-078p3,2025-09-29,15.58,tcgplayer
OP01-078p3,2025-10-06,18.40,tcgplayer
OP01-078p3,2025-10-13,25.49,tcgplayer
OP01-078p3,2025-10-20,26.82,tcgplayer
OP01-078p3,2025-10-27,28.89,tcgplayer
OP01-078p3,2025-11-03,27.94,tcgplayer
OP01-078p3,2025-11-10,28.09,tcgplayer
OP01-078p3,2025-11-17,28.64,tcgplayer
OP01-078p3,2025-11-24,28.21,tcgplayer
OP01-078p3,2025-12-01,29.96,tcgplayer
OP01-078p3,2025-12-08,33.69,tcgplayer
OP01-078p3,2025-12-15,38.54,tcgplayer
OP01-078p3,2025-12-22,41.74,tcgplayer
OP01-078p3,2025-12-29,40.34,tcgplayer
OP01-078p3,2026-01-05,39.04,tcgplayer
OP01-078p3,2026-01-12,38.32,tcgplayer
OP01-078p3,2026-01-19,38.62,tcgplayer
OP01-078p3,2026-01-26,41.88,tcgplayer
OP01-078p3,2026-02-02,44.33,tcgplayer
OP01-078p3,2026-02-09,44.73,tcgplayer
OP01-078p3,2026-02-16,43.56,tcgplayer
OP01-078p3,2026-02-23,42.22,tcgplayer
OP01-078p3,2026-03-02,39.37,tcgplayer
OP01-078p3,2026-03-09,39.32,tcgplayer
OP01-078p3,2026-03-16,39.02,tcgplayer
OP01-078p3,2026-03-23,38.73,tcgplayer
OP01-078p3,2026-03-30,38.62,tcgplayer
OP01-078p3,2026-04-06,35.84,tcgplayer
OP01-078p3,2026-04-13,34.96,tcgplayer
OP01-078p3,2026-04-20,32.87,tcgplayer
OP01-078p3,2026-04-27,32.69,tcgplayer
OP01-078p3,2026-05-04,33.20,tcgplayer
OP01-078p3,2026-05-11,33.54,tcgplayer
OP01-078p3,2026-05-18,33.64,tcgplayer
OP01-078p3,2026-05-25,34.02,tcgplayer
OP01-078p3,2026-06-01,34.94,tcgplayer
OP01-078p3,2026-06-08,36.13,tcgplayer
OP01-078p3,2026-06-15,40.60,tcgplayer
OP01-078p3,2026-06-22,41.09,tcgplayer
OP01-078p3,2026-06-29,40.81,tcgplayer
OP01-078p3,2026-07-06,40.92,tcgplayer
OP01-078p3,2026-07-13,43.27,tcgplayer
OP01-078p3,2026-07-20,46.72,tcgplayer
OP01-078p3,2026-07-27,50.12,tcgplayer
OP01-078p3,2026-08-03,50.87,tcgplayer
OP01-078p3,2026-08-10,52.86,tcgplayer
OP01-078p3,2026-08-17,57.05,tcgplayer
OP01-078p3,2026-08-24,57.05,tcgplayer
OP01-078p3,2026-08-31,57.66,tcgplayer
OP01-078p3,2026-09-05,57.66,limitless
OP01-120,2026-09-05,7.86,limitless
OP01-120p2,2026-09-05,3999.47,limitless
OP01-120p4,2025-09-08,6.67,tcgplayer
OP01-120p4,2025-09-15,6.70,tcgplayer
OP01-120p4,2025-09-22,7.27,tcgplayer
OP01-120p4,2025-09-29,7.76,tcgplayer
OP01-120p4,2025-10-06,7.92,tcgplayer
OP01-120p4,2025-10-13,8.25,tcgplayer
OP01-120p4,2025-10-20,8.90,tcgplayer
OP01-120p4,2025-10-27,9.04,tcgplayer
OP01-120p4,2025-11-03,9.98,tcgplayer
OP01-120p4,2025-11-10,10.32,tcgplayer
OP01-120p4,2025-11-17,10.43,tcgplayer
OP01-120p4,2025-11-24,8.25,tcgplayer
OP01-120p4,2025-12-01,19.25,tcgplayer
OP01-120p4,2025-12-08,26.54,tcgplayer
OP01-120p4,2025-12-15,29.26,tcgplayer
OP01-120p4,2025-12-22,22.61,tcgplayer
OP01-120p4,2025-12-29,22.06,tcgplayer
OP01-120p4,2026-01-05,21.49,tcgplayer
OP01-120p4,2026-01-12,21.58,tcgplayer
OP01-120p4,2026-01-19,21.90,tcgplayer
OP01-120p4,2026-01-26,22.07,tcgplayer
OP01-120p4,2026-02-02,22.09,tcgplayer
OP01-120p4,2026-02-09,22.04,tcgplayer
OP01-120p4,2026-02-16,21.76,tcgplayer
OP01-120p4,2026-02-23,21.64,tcgplayer
OP01-120p4,2026-03-02,20.81,tcgplayer
OP01-120p4,2026-03-09,20.28,tcgplayer
OP01-120p4,2026-03-16,20.19,tcgplayer
OP01-120p4,2026-03-23,20.03,tcgplayer
OP01-120p4,2026-03-30,19.70,tcgplayer
OP01-120p4,2026-04-06,19.29,tcgplayer
OP01-120p4,2026-04-13,17.54,tcgplayer
OP01-120p4,2026-04-20,16.66,tcgplayer
OP01-120p4,2026-04-27,15.87,tcgplayer
OP01-120p4,2026-05-04,15.69,tcgplayer
OP01-120p4,2026-05-11,16.00,tcgplayer
OP01-120p4,2026-05-18,16.10,tcgplayer
OP01-120p4,2026-05-25,16.22,tcgplayer
OP01-120p4,2026-06-01,15.96,tcgplayer
OP01-120p4,2026-06-08,15.90,tcgplayer
OP01-120p4,2026-06-15,17.00,tcgplayer
OP01-120p4,2026-06-22,19.28,tcgplayer
OP01-120p4,2026-06-29,23.83,tcgplayer
OP01-120p4,2026-07-06,25.11,tcgplayer
OP01-120p4,2026-07-13,26.35,tcgplayer
OP01-120p4,2026-07-20,26.95,tcgplayer
OP01-120p4,2026-07-27,27.77,tcgplayer
OP01-120p4,2026-08-03,27.77,tcgplayer
OP01-120p4,2026-08-10,29.11,tcgplayer
OP01-120p4,2026-08-17,29.19,tcgplayer
OP01-120p4,2026-08-24,29.23,tcgplayer
OP01-120p4,2026-08-31,29.16,tcgplayer
OP01-120p4,2026-09-05,29.16,limitless
OP01-121,2026-09-05,5.68,limitless
OP01-121p4,2025-09-08,17.41,tcgplayer
OP01-121p4,2025-09-15,17.55,tcgplayer
OP01-121p4,2025-09-22,17.68,tcgplayer
OP01-121p4,2025-09-29,17.71,tcgplayer
